state,declaration_type,declaration_date,incident_type,declaration_title,ih_program_declared,ia_program_declared,pa_program_declared,hm_program_declared,incident_begin_date,incident_end_date,country_name,designated_area,declaration_request_number,deaths,incident_duration
Ohio,Velika katastrofa,1969-07-15,Tornado,"Tornadoes, Severe Storms & Flooding",0,1,1,0,1969-07-15,1969-07-15,Cuyahoga County,Cuyahoga (County),69029,3254,5
South Carolina,Upravljanje hitnim situacijama,2016-10-06,Hurricane,Hurricane Matthew,0,0,1,0,2016-10-04,2016-10-30,Jasper County (South Carolina),Jasper (County),16095,9562,14
Ohio,Upravljanje hitnim situacijama,1978-01-26,Snowstorm,Blizzards & Snowstorms,0,0,1,0,1978-01-26,1978-01-26,Pike County (Ohio),Pike (County),78026,984,7
Kentucky,Velika katastrofa,1978-12-12,Flood,Severe Storms & Flooding,0,1,1,0,1978-12-12,1978-12-12,Breathitt County,Breathitt (County),79006,1911,17
Virginia,Velika katastrofa,1994-04-11,Severe Storm,Severe Winter Ice Storm,0,0,1,0,1994-03-01,1994-03-05,Campbell County (Virginia),Campbell (County),94019,8307,8
Oklahoma,Velika katastrofa,2020-12-21,Severe Ice Storm,Severe Winter Storm,0,0,1,1,2020-10-26,2020-10-29,Kingfisher County,Kingfisher (County),20322,9150,12
Oregon,Upravljanje požarom,2016-06-08,Fire,Akawana Fire,0,0,1,0,2016-06-07,2016-06-11,Jefferson County (Oregon),Jefferson (County),16046,4805,1
Washington,Velika katastrofa,2014-08-11,Fire,Wildfires,0,0,1,1,2014-07-09,2014-08-05,Kittitas County,Kittitas (County),14068,7039,9
Arkansas,Velika katastrofa,2015-06-26,Severe Storm,"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",0,0,1,1,2015-05-07,2015-06-15,Johnson County (Arkansas),Johnson (County),15031,9176,8
Illinois,Velika katastrofa,1993-07-09,Flood,Severe Storms & Flooding,0,1,1,0,1993-04-13,1993-10-22,Madison County (Illinois),Madison (County),93032,3995,13
Kentucky,Velika katastrofa,1996-01-13,Snowstorm,Blizzard Of 96,0,0,1,0,1996-01-05,1996-01-12,Madison County (Kentucky),Madison (County),96021,5071,22
Idaho,Velika katastrofa,1997-06-13,Severe Storm,"Severe Storms, Snowmelt, Land/Mud Slides, Flooding",0,0,1,0,1997-03-14,1997-06-30,Custer County (Idaho),Custer (County),97057,4222,13
California,Velika katastrofa,1995-01-10,Severe Storm,"Severe Winter Storms, Flooding, Landslides, Mud Flows",0,1,1,0,1995-01-03,1995-02-10,Sonoma County,Sonoma (County),95009,4792,9
Kansas,Velika katastrofa,2006-01-26,Severe Storm,Severe Winter Storm,0,0,1,1,2005-11-27,2005-11-28,Rush County (Kansas),Rush (County),5167,9360,20
Kentucky,Velika katastrofa,2008-10-09,Severe Storm,Severe Wind Storm Associated With Tropical Depression Ike,0,0,1,1,2008-09-12,2008-09-14,Henderson County (Kentucky),Henderson (County),8163,971,4
Virginia,Upravljanje hitnim situacijama,2018-09-11,Hurricane,Hurricane Florence,0,0,1,0,2018-09-13,2018-09-21,Craig County (Virginia),Craig (County),18100,9374,17
Georgia,Upravljanje hitnim situacijama,1993-03-15,Snowstorm,"Severe Snowfall, Winter Storm",0,0,1,0,1993-03-13,1993-03-17,Dawson County (Georgia),Dawson (County),93010,4527,2
Louisiana,Velika katastrofa,2005-09-24,Hurricane,Hurricane Rita,1,1,1,1,2005-09-23,2005-11-01,Vermilion Parish,Vermilion (Parish),5139,7201,8
Oklahoma,Velika katastrofa,2010-02-25,Severe Storm,Severe Winter Storm,0,0,1,1,2009-12-24,2009-12-25,McIntosh County (Oklahoma),McIntosh (County),10008,9291,2
Missouri,Velika katastrofa,1993-12-01,Severe Storm,"Severe Storms, Tornadoes, And Flooding",0,1,1,0,1993-11-13,1993-11-19,Ste. Genevieve County,Ste. Genevieve (County),93124,9619,13
Georgia,Upravljanje hitnim situacijama,1993-03-15,Snowstorm,"Severe Snowfall, Winter Storm",0,0,1,0,1993-03-13,1993-03-17,Toombs County,Toombs (County),93010,502,3
Puerto Rico,Upravljanje hitnim situacijama,1974-08-29,Drought,Impact Of Drought,0,0,1,0,1974-08-29,1974-08-29,Ceiba Municipio,Ceiba (Municipio),75018,976,2
Oklahoma,Velika katastrofa,2007-06-07,Severe Storm,"Severe Storms, Tornadoes And Flooding",0,0,1,1,2007-05-04,2007-05-11,Roger Mills County,Roger Mills (County),7843,1480,2
Connecticut,Upravljanje hitnim situacijama,2011-10-31,Severe Storm,Severe Storm,0,0,1,0,2011-10-29,2011-10-30,Tolland County,Tolland (County),11255,4878,6
Louisiana,Upravljanje hitnim situacijama,2020-10-27,Hurricane,Tropical Storm Zeta,0,0,1,0,2020-10-26,2020-10-29,Beauregard Parish,Beauregard (Parish),20318,4549,7
North Dakota,Upravljanje hitnim situacijama,1976-07-21,Drought,Drought,0,0,1,0,1976-07-21,1976-07-21,Dunn County (North Dakota),Dunn (County),76064,5433,6
Tennessee,Velika katastrofa,1994-02-28,Severe Storm,"Severe Winter Ice Storm,Flash Flooding",0,0,1,0,1994-02-09,1994-02-11,Williamson County (Tennessee),Williamson (County),94008,2155,1
Wisconsin,Upravljanje hitnim situacijama,1976-06-17,Drought,Drought,0,0,1,0,1976-06-17,1976-06-17,Chippewa County (Wisconsin),Chippewa (County),76052,851,20
New York,Upravljanje hitnim situacijama,2012-10-28,Hurricane,Hurricane Sandy,0,0,1,0,2012-10-27,2012-11-08,Chenango County,Chenango (County),12108,5273,11
Oklahoma,Velika katastrofa,2019-06-01,Severe Storm,"Severe Storms, Straight-Line Winds, Tornadoes, And Flooding",1,0,1,1,2019-05-07,2019-06-09,Nowata County,Nowata (County),19035,5778,12
West Virginia,Velika katastrofa,1975-09-12,Flood,Heavy Rains & Flooding,0,1,1,0,1975-09-12,1975-09-12,Ohio County (West Virginia),Ohio (County),76011,2842,5
New York,Upravljanje hitnim situacijama,2003-03-27,Snowstorm,Snow,0,0,1,0,2003-02-17,2003-02-18,Schenectady County,Schenectady (County),3020,3880,5
Nebraska,Upravljanje hitnim situacijama,2005-09-13,Hurricane,Hurricane Katrina Evacuees,0,0,1,0,2005-08-29,2005-10-01,Valley County (Nebraska),Valley (County),5120,6021,22
Texas,Upravljanje hitnim situacijama,2005-09-21,Hurricane,Hurricane Rita,0,0,1,0,2005-09-20,2005-10-14,Hardin County (Texas),Hardin (County),5137,9166,16
Louisiana,Velika katastrofa,1995-05-10,Severe Storm,Severe Storms And Flooding,0,1,1,0,1995-05-08,1995-05-16,Ascension Parish,Ward 9 (Police Jury Ward),95024,4595,17
New Jersey,Upravljanje hitnim situacijama,2021-09-02,Hurricane,Remnants Of Hurricane Ida,0,0,1,0,2021-09-01,2021-09-03,Gloucester County (New Jersey),Gloucester (County),21094,8216,1
North Carolina,Velika katastrofa,1984-03-30,Tornado,Severe Storms & Tornadoes,0,1,1,0,1984-03-28,1984-03-29,Robeson County,Robeson (County),84019,4787,5
Minnesota,Upravljanje hitnim situacijama,2010-03-19,Flood,Flooding,0,0,1,0,2010-03-01,2010-04-26,Polk County (Minnesota),Polk (County),10030,1999,4
Texas,Velika katastrofa,2008-09-13,Hurricane,Hurricane Ike,0,0,1,1,2008-09-07,2008-10-02,Morris County (Texas),Morris (County),8147,2338,4
Mississippi,Velika katastrofa,2016-03-25,Flood,Severe Storms And Flooding,0,0,1,1,2016-03-09,2016-03-29,Claiborne County (Mississippi),Claiborne (County),16033,5724,10
California,Velika katastrofa,1970-02-16,Flood,Severe Storms & Flooding,0,1,1,0,1970-02-16,1970-02-16,Siskiyou County,Siskiyou (County),70010,7945,12
Illinois,Velika katastrofa,1968-06-05,Tornado,"Tornadoes, Severe Storms & Flooding",0,1,1,0,1968-06-05,1968-06-05,Champaign County (Illinois),Champaign (County),68012,4491,17
South Dakota,Velika katastrofa,1995-05-26,Flood,Flooding,0,1,1,0,1995-03-01,1995-06-20,Brule County,Brule (County),95029,4678,20
Mississippi,Upravljanje hitnim situacijama,2020-09-14,Hurricane,Hurricane Sally,0,0,1,0,2020-09-14,2020-09-17,Jackson County (Mississippi),Jackson (County),20288,5308,10
Montana,Velika katastrofa,2011-06-17,Severe Storm,Severe Storms And Flooding,0,0,1,1,2011-04-04,2011-07-22,Roosevelt County (Montana),Roosevelt (County),11132,3416,20
Kentucky,Velika katastrofa,1997-03-04,Severe Storm,"Severe Storm, Flooding, And Tornadoes",0,0,1,0,1997-03-01,1997-03-31,Magoffin County,Magoffin (County),97041,6833,10
Texas,Upravljanje hitnim situacijama,2021-02-14,Severe Ice Storm,Severe Winter Storm,0,0,1,0,2021-02-11,2021-02-21,San Jacinto County,San Jacinto (County),21009,1707,23
Georgia,Upravljanje hitnim situacijama,2005-09-05,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-27,2005-10-01,Gilmer County (Georgia),Gilmer (County),5088,2630,12
Puerto Rico,Velika katastrofa,1970-10-12,Flood,Heavy Rains & Flooding,0,1,1,0,1970-10-12,1970-10-12,Salinas Municipio,Salinas (Municipio),70023,2634,23
Kentucky,Velika katastrofa,2009-02-05,Severe Ice Storm,Severe Winter Storm And Flooding,0,0,1,1,2009-01-26,2009-02-13,Allen County (Kentucky),Allen (County),9013,4059,4
Alabama,Upravljanje hitnim situacijama,2005-09-10,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Clay County (Alabama),Clay (County),5111,2462,23
Missouri,Velika katastrofa,2008-11-13,Severe Storm,"Severe Storms, Flooding, And A Tornado",0,0,1,1,2008-09-11,2008-09-24,Shannon County (Missouri),Shannon (County),8168,3709,9
Florida,Velika katastrofa,2005-10-24,Hurricane,Hurricane Wilma,0,0,1,1,2005-10-23,2005-11-18,Sarasota County,Sarasota (County),5150,2170,20
Kentucky,Velika katastrofa,2010-07-23,Severe Storm,"Severe Storms, Flooding, And Mudslides",0,0,1,1,2010-07-17,2010-07-30,Elliott County,Elliott (County),10078,2592,9
Oklahoma,Velika katastrofa,2010-02-25,Severe Storm,Severe Winter Storm,0,0,1,1,2009-12-24,2009-12-25,Delaware County (Oklahoma),Delaware (County),10008,2967,17
Virginia,Velika katastrofa,2000-02-28,Severe Storm,Severe Winter Storms,0,0,1,1,2000-01-25,2000-01-30,Greensville County,Greensville (County),15,5847,4
South Carolina,Velika katastrofa,1999-09-21,Hurricane,Hurricane Floyd Major Disaster Declarations,0,1,1,0,1999-09-14,1999-09-30,Georgetown County,Georgetown (County),99100,3024,16
Wyoming,Velika katastrofa,2000-12-13,Severe Storm,Severe Winter Storm,0,0,1,1,2000-10-31,2000-11-20,Crook County (Wyoming),Crook (County),175,9018,1
Virginia,Velika katastrofa,2003-09-18,Hurricane,Hurricane Isabel,1,1,1,1,2003-09-18,2003-10-01,Page County (Virginia),Page (County),3110,8819,20
California,Velika katastrofa,1969-01-26,Flood,Severe Storms & Flooding,0,1,1,0,1969-01-26,1969-01-26,Marin County,Marin (County),69016,8146,9
Iowa,Velika katastrofa,1990-09-06,Flood,Severe Storms & Flooding,0,1,1,0,1990-07-25,1990-08-31,Chickasaw County (Iowa),Chickasaw (County),90044,2293,16
Pennsylvania,Velika katastrofa,2013-01-10,Hurricane,Hurricane Sandy,0,0,1,1,2012-10-26,2012-11-08,Fulton County (Pennsylvania),Fulton (County),12126,1886,18
North Carolina,Upravljanje hitnim situacijama,2011-08-25,Hurricane,Hurricane Irene,0,0,1,0,2011-08-25,2011-09-01,Pamlico County,Pamlico (County),11186,9132,14
Texas,Velika katastrofa,2011-07-01,Fire,Wildfires,0,0,1,1,2011-04-06,2011-08-29,Potter County (Texas),Potter (County),11091,4619,17
Louisiana,Upravljanje hitnim situacijama,2021-08-27,Hurricane,Tropical Storm Ida,0,0,1,0,2021-08-26,2021-09-03,St. Bernard Parish,St. Bernard (Parish),21089,5423,1
Maine,Velika katastrofa,1991-08-28,Hurricane,Hurricane Bob & Flooding,0,1,1,0,1991-08-18,1991-08-21,Kennebec County,Kennebec (County),91040,1590,17
North Dakota,Velika katastrofa,2020-07-09,Flood,Flooding,0,0,1,1,2020-04-01,2020-04-25,Foster County,Foster (County),20188,708,21
North Dakota,Velika katastrofa,1969-04-18,Flood,Flooding,0,1,1,0,1969-04-18,1969-04-18,Traill County,Traill (County),69019,7147,10
Nebraska,Velika katastrofa,2010-02-25,Severe Storm,Severe Winter Storms And Snowstorm,0,0,1,1,2009-12-22,2010-01-08,Seward County (Nebraska),Seward (County),10006,5698,23
South Dakota,Velika katastrofa,2019-06-07,Flood,"Severe Winter Storm, Snowstorm, And Flooding",1,0,1,1,2019-03-13,2019-04-26,Mellette County,Mellette (County),19028,6858,19
Virginia,Upravljanje hitnim situacijama,1993-03-25,Snowstorm,Severe Winter Storm,0,0,1,0,1993-03-13,1993-03-14,Middlesex County (Virginia),Middlesex (County),93025,4332,6
Missouri,Velika katastrofa,2014-10-31,Severe Storm,"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",0,0,1,1,2014-09-09,2014-09-10,Linn County (Missouri),Linn (County),14092,4606,3
New Jersey,Velika katastrofa,2010-04-02,Severe Storm,Severe Storms And Flooding,1,0,1,1,2010-03-12,2010-04-15,Ocean County,Ocean (County),10037,8411,10
Kansas,Velika katastrofa,2017-02-24,Severe Ice Storm,Severe Winter Storm,0,0,1,1,2017-01-13,2017-01-16,Ellsworth County,Ellsworth (County),17016,8899,14
Michigan,Upravljanje hitnim situacijama,2001-01-10,Snowstorm,Snow,0,0,1,0,2000-12-11,2000-12-31,Barry County (Michigan),Barry (County),178,3146,2
Missouri,Velika katastrofa,2002-02-06,Severe Ice Storm,Severe Winter Ice Storm,0,1,1,1,2002-01-29,2002-02-13,Cass County (Missouri),Cass (County),2015,4809,3
New York,Velika katastrofa,1975-10-02,Flood,"Storms, Rains, Landslides & Flooding",0,1,1,0,1975-10-02,1975-10-02,Cayuga County,Cayuga (County),76021,1252,23
Virginia,Velika katastrofa,1972-06-23,Flood,Tropical Storm Agnes,0,1,1,0,1972-06-23,1972-06-23,Harrisonburg city,Harrisonburg,72035,6320,8
Colorado,Upravljanje hitnim situacijama,2005-09-05,Coastal Storm,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,San Miguel County (Colorado),San Miguel (County),5095,6088,15
Indiana,Velika katastrofa,2012-03-09,Severe Storm,"Severe Storms, Straight-Line Winds, And Tornadoes",1,0,1,1,2012-02-29,2012-03-03,Washington County (Indiana),Washington (County),12012,234,6
Ohio,Velika katastrofa,2008-10-24,Severe Storm,Severe Wind Storm Associated With Tropical Depression Ike,0,0,1,1,2008-09-14,2008-09-14,Summit County (Ohio),Summit (County),8172,6483,23
Kentucky,Velika katastrofa,1991-01-29,Flood,Severe Storms & Flooding,0,0,1,0,1990-12-06,1991-02-02,Boyd County (Kentucky),Boyd (County),91006,7469,9
Texas,Velika katastrofa,1979-09-25,Flood,Severe Storms & Flooding,0,1,1,0,1979-09-25,1979-09-25,Aransas County,Aransas (County),79079,514,8
Louisiana,Upravljanje hitnim situacijama,2020-10-07,Hurricane,Hurricane Delta,0,0,1,0,2020-10-06,2020-10-10,Morehouse Parish,Morehouse (Parish),20307,2445,15
Texas,Upravljanje hitnim situacijama,2008-08-29,Hurricane,Hurricane Gustav,0,0,1,0,2008-08-27,2008-09-07,DeWitt County,DeWitt (County),8133,9754,18
Washington,Velika katastrofa,2006-05-17,Severe Storm,"Severe Storms, Flooding, Tidal Surge, Landslides, And Mudslides",0,0,1,1,2006-01-27,2006-02-04,Jefferson County (Washington),Jefferson (County),6081,2527,15
Minnesota,Velika katastrofa,2022-08-09,Severe Storm,"Severe Storms, Straight-Line Winds, Tornadoes, And Flooding",0,0,1,1,2022-05-29,2022-05-30,Chippewa County (Minnesota),Chippewa (County),22062,4039,21
Kentucky,Velika katastrofa,1997-03-04,Severe Storm,"Severe Storm, Flooding, And Tornadoes",0,1,1,0,1997-03-01,1997-03-31,Breckinridge County,Breckinridge (County),97041,335,17
West Virginia,Velika katastrofa,2012-07-23,Severe Storm,Severe Storms And Straight-Line Winds,0,0,1,1,2012-06-29,2012-07-08,Wetzel County,Wetzel (County),12054,7971,11
Idaho,Velika katastrofa,1963-02-14,Flood,Floods,0,1,1,1,1963-02-14,1963-02-14,Idaho,Statewide,63013,6619,10
Texas,Velika katastrofa,1987-11-20,Tornado,Severe Storms & Tornadoes,0,1,0,0,1987-11-15,1987-11-16,Upshur County (Texas),Upshur (County),87034,2931,9
Kansas,Upravljanje hitnim situacijama,2019-05-28,Severe Storm,Tornadoes And Flooding,0,0,1,0,2019-05-09,2019-07-12,Montgomery County (Kansas),Montgomery (County),19031,9628,4
Iowa,Upravljanje hitnim situacijama,2005-09-10,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Cass County (Iowa),Cass (County),5114,3857,9
Arkansas,Velika katastrofa,2002-01-24,Severe Storm,Severe Storms And Flooding,0,0,1,0,2001-12-15,2002-01-30,Greene County (Arkansas),Greene (County),2003,5368,22
Oklahoma,Upravljanje hitnim situacijama,2007-01-14,Severe Ice Storm,Severe Winter Storms And Flooding,0,0,1,0,2007-01-12,2007-01-26,Major County,Major (County),7786,650,15
Texas,Velika katastrofa,1992-09-09,Severe Storm,Excessive Rain & Hail,0,1,0,0,1992-05-01,1992-07-30,Floyd County (Texas),Floyd (County),92041,5940,21
Virginia,Velika katastrofa,1996-09-06,Hurricane,Hurricane Fran And Associated Severe Storm Cond,0,1,1,0,1996-09-05,1996-09-23,Cumberland County (Virginia),Cumberland (County),96179,127,14
Texas,Upravljanje hitnim situacijama,2008-09-10,Hurricane,Hurricane Ike,0,0,1,0,2008-09-07,2008-09-26,Webb County,Webb (County),8146,3089,9
Texas,Upravljanje hitnim situacijama,2008-03-14,Fire,Wildfires,0,0,1,0,2008-03-14,2008-09-01,Walker County (Texas),Walker (County),8035,8455,12
Florida,Velika katastrofa,2022-12-13,Hurricane,Hurricane Nicole,0,0,1,1,2022-11-07,2022-11-30,Columbia County (Florida),Columbia (County),22104,4555,11
Alabama,Velika katastrofa,2020-09-20,Hurricane,Hurricane Sally,0,0,1,1,2020-09-14,2020-09-16,Crenshaw County,Crenshaw (County),20296,6306,18
Arkansas,Velika katastrofa,1990-05-15,Flood,Severe Storms & Flooding,0,1,1,0,1990-05-01,1990-06-03,Madison County (Arkansas),Madison (County),90017,3278,16
West Virginia,Velika katastrofa,1996-05-23,Flood,"Flooding, Heavy Winds",0,1,1,0,1996-05-15,1996-06-10,McDowell County (West Virginia),McDowell (County),96130,4731,11
Louisiana,Velika katastrofa,1965-09-10,Hurricane,Hurricane Betsy,0,1,1,0,1965-09-10,1965-09-10,Jefferson Parish,Jefferson (Parish),65034,8416,13
Florida,Velika katastrofa,2022-12-13,Hurricane,Hurricane Nicole,0,0,1,1,2022-11-07,2022-11-30,Manatee County,Manatee (County),22104,2441,5
Nebraska,Velika katastrofa,2010-04-21,Flood,"Severe Storms, Ice Jams, And Flooding",0,0,1,1,2010-03-06,2010-04-03,Platte County (Nebraska),Platte (County),10039,9431,15
Maryland,Velika katastrofa,1996-01-23,Flood,Severe Storms And Flooding,0,1,0,0,1996-01-19,1996-01-31,Carroll County (Maryland),Carroll (County),96022,6736,15
Puerto Rico,Velika katastrofa,1985-05-31,Flood,"Storms, Mud/Land Slides, Flooding",0,0,1,0,1985-05-16,1985-05-21,Yabucoa Municipio,Yabucoa (Municipio),85028,3426,19
Puerto Rico,Upravljanje hitnim situacijama,2019-08-27,Severe Storm,Tropical Storm Dorian,0,0,1,0,2019-08-26,2019-09-06,Barceloneta Municipio,Barceloneta (Municipio),19067,3512,5
Georgia,Velika katastrofa,1995-10-10,Hurricane,Hurricane Opal,0,1,0,0,1995-10-04,1995-10-05,Gwinnett County,Gwinnett (County),96003,8769,17
Idaho,Upravljanje hitnim situacijama,2005-09-13,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-29,2005-10-01,Teton County (Idaho),Teton (County),5125,5558,21
Virginia,Velika katastrofa,2010-02-16,Snowstorm,Severe Winter Storm And Snowstorm,0,0,1,1,2009-12-18,2009-12-20,Manassas Park city,Manassas Park,10010,3619,4
Oregon,Velika katastrofa,2004-02-19,Severe Storm,Severe Winter Storms,0,0,1,1,2003-12-26,2004-01-14,Lincoln County (Oregon),Lincoln (County),4011,3752,12
Tennessee,Velika katastrofa,2011-05-09,Severe Storm,"Severe Storms, Flooding, Tornadoes, And Straight-Line Winds",0,0,1,1,2011-04-04,2011-04-04,Henderson County (Tennessee),Henderson (County),11089,6374,23
Virginia,Upravljanje hitnim situacijama,2005-09-12,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Rockingham County (Virginia),Rockingham (County),5108,5155,18
Louisiana,Upravljanje hitnim situacijama,2019-07-11,Coastal Storm,Tropical Storm Barry,0,0,1,0,2019-07-10,2019-07-15,Ouachita Parish,Ouachita (Parish),19050,1091,5
Nebraska,Velika katastrofa,2014-07-28,Severe Storm,"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",0,0,1,1,2014-06-01,2014-06-04,Hamilton County (Nebraska),Hamilton (County),14049,6021,18
Ohio,Velika katastrofa,1995-08-25,Severe Storm,Severe Storms And Flooding,0,1,0,0,1995-08-07,1995-08-18,Marion County (Ohio),Marion (County),95048,8458,5
North Carolina,Velika katastrofa,2000-01-31,Severe Storm,Severe Winter Storm,0,0,1,1,2000-01-24,2000-02-01,Nash County,Nash (County),11,9477,2
Arkansas,Upravljanje hitnim situacijama,2005-09-02,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Miller County (Arkansas),Miller (County),5089,7687,8
Missouri,Velika katastrofa,1965-07-27,Flood,Severe Storms & Flooding,0,1,1,0,1965-07-27,1965-07-27,Daviess County (Missouri),Daviess (County),65029,9782,10
Florida,Velika katastrofa,2022-09-29,Hurricane,Hurricane Ian,0,0,1,1,2022-09-23,2022-11-04,Columbia County (Florida),Columbia (County),22088,6057,19
Virginia,Velika katastrofa,1996-09-06,Hurricane,Hurricane Fran And Associated Severe Storm Cond,0,1,0,0,1996-09-05,1996-09-23,Lancaster County (Virginia),Lancaster (County),96179,913,16
Louisiana,Upravljanje hitnim situacijama,2011-05-06,Flood,Flooding,0,0,1,0,2011-04-25,2011-07-07,Ascension Parish,Ascension (Parish),11094,5163,11
Florida,Velika katastrofa,2004-08-13,Hurricane,Tropical Storm Bonnie And Hurricane Charley,0,0,1,1,2004-08-11,2004-08-30,Okaloosa County,Okaloosa (County),4085,6130,14
